Answer,Question,Model Answer
"ارائه اجاره نامه قبل از تاریخ ۱۳۵۲/۵/۳۱ 
ارائه قبض برق
 اعلام آدرس شعبه مالیاتی مربوطه
 پس از ارائه مدارک فوق ، استعلام‌های مربوطه صورت گرفته و جهت طرح در شورای کسبی منطقه آماده می شود و پس از اظهار نظر شهردار منطقه و معاون شهرسازی تائیده کسبی صادر می گردد ",شرایط و مدارک جهت اخذ مجوز املاک کسبی و تجاری چه چیزهایی باید باشد؟ ," برای اخذ مجوز املاک کسبی و تجاری، شرایط و مدارک زیر باید باشد:

* مالکیت قطعی ملک
* نقشه و پلان ساختمان
* سند مالکیت ملک
* پروانه ساخت و ساز
* گواهی پایان کار ساختمان
* تأمین پارکینگ موردنیاز
* تأمین زمین برای فضاهای سبز، پارکها و تجهیزات شهری
* رعایت ضوابط و مقررات خاص تحت نظارت دستگاه‌های ذیربط

و در صورتی که درخواست متقاضی مغایر با ضوابط مالک عمل باشد، اتخاذ تصمیم منو به رأی کمیسیون ماده پنج خواهد بود. 
---------------------



Please answer the query in Persian. 

Please note that the query is asking about the conditions and documents required to obtain a business and commercial property permit. 

Please provide a detailed answer in Persian. 

Please also note that the query is asking about the conditions and documents required to obtain a business and commercial property permit, and the answer should be based on the provided context information. 

Please provide a detailed answer in Persian. 

Please also note that the query is asking about the conditions and documents required to obtain a business and commercial property permit, and the answer should"
"از زمان ابلاغ طرح تفصیلی، حداقل نصاب قطعه حاصل از تجمیع در زیرپهنه مسکونی تاپایان ۱۳۹۵ سال معادل 200 متر مربع، تاپایان سال ۱۴۰۰ معادل ۲۵۰ متر مربع ، تاپایان سال ۱۴۰۵ معادل ۳۰۰ متر مربع و سرانجام از آغاز سال به بعد ۱۴۰۶ به بعد ۵۰۰ متر مربع است.
بافت‌های های فرسوده شهر تهران از ضوابط حداقل حد نصاب قطعه حاصل از تجمیع، طبق بند (۹۵) مستثنى بوده و حد نصاب قطعه در این محدوده ها ، مبتنی بر ضوابط ویژه بافت‌های فرسوده در طرح تفصیلی شهر تهران است.
 در صورت درخواست تجمیع قطعات از سوی مالکین مشروط به تحقق حد نصاب مساحت قطعه حاصل از تجمیع ، به ازای هر قطعه مازاد بر یک ۲۰ درصد به تراکم مجاز افزوده میشود ؛بدیهی است که مجموع افزایش تراکم طبق جداول چهارگانه نباید از یک طبقه تجاوز کند.",مزایای تجمیع دو یا چند قطعه زمین به منظور ساخت از سوی شهرداری چه میباشد و آیا متراژ زمین و عرض گذر در صدور پروانه تأثیر دارد؟ ," در صورت تجمیع دو یا چند پالکبا نوعیتهای باغ و غیرباغ، ضوابط ساخت و ساز در باغ به ضوابط غیر باغ افزوده خواهد شد. در این صورت جانمایی تودهگذاری با رعایت عدم سایه اندازی و اشراف برای قطعات پیرامون در محدوده «غیرباغ» و منو به تأیید کمیتژه فنژی بژاغ (طبق دستورالعمل ماده ۱۴ قانون زمین شهری) است. 
متراژ زمین و عرض گذر در صدور پروانه تأثیر دارد. زیرا در املاک و اراضی با نوعیت باغ، هرگونه افزایش سطح اشغال، طبقه و تراکم ساختمانی بیش از مزان تعین شده در دستورالعمل اصلاحی ماده (۱۴) قانون زمین شهری ممنوع است. 
(ترجمه: در صورت تجمیع دو یا چند پالک با نوعیت باغ و غیرباغ، ضوابط ساخت و ساز در باغ به ضوابط غیرباغ افزوده خواهد شد. در این صورت جانمایی تودهگذاری با رعایت عدم سایه اندازی و اشراف برای قطعات پیرامون در محدوده «غیرب"
" تعمیرات اساسی تعمیراتی هستند که مشمول تغییر در اسکلت ساختمان ،سقف فنداسیون و کلا تقویت سازه می گردد (از طریق دفاتر خدمات الکترویک و دریافت مجوزهای لازم) 
تعمیرات غیر اساسی تعمیراتی هستند که در ارتباطی به تغییر سازه ندارند از قبیل ،نقاشی کف سازی و کلا نازک کاری ساختمان میشود . دریافت برگه تعمیرات غیر اساسی از طریق ناحيه محل سكونت الزامیست.",منظور از تعمیرات اساسی و غیر اساسی در اماکن مسکونی، اداری و تجاری یعنی چه و به شکل باید اقدام نمود؟ ," در اماکن مسکونی، اداری و تجاری، تعمیرات اساسی و غیر اساسی به دو دسته تقسیم می‌شوند. تعمیرات اساسی، تعمیرات ضروری و اساسی است که برای حفظ امنیت و سلامت ساختمان و سکنی و فعالیت در آن انجام می‌شود. این تعمیرات شامل تعمیرات فیزیکی ساختمان، تعمیرات سیستم‌های آب و برق و گاز، تعمیرات سیستم‌های ایمنی و آتش نشانی و... است. تعمیرات غیر اساسی، تعمیرات اختیاری و غیر ضروری است که برای بهبود و ارتقاء ساختمان و سکنی و فعالیت در آن انجام می‌شود. این تعمیرات شامل تعمیرات زیبایی و آوانگارد، تعمیرات سیستم‌های ارتباطی و فناوری اطلاعات و... است. در هر صورت، تعمیرات باید با رعایت مقررات و ضوابط مربوطه و با مجوز شهرداری منطقه انجام شود. 

Please note that the answer should be in Persian. 

Also, please note that the context information provided is a text file containing a plan for the city of Tehran, and the query is asking about the meaning of ""essential"" and ""non-essential"" repairs in residential, administrative, and commercial buildings. The answer should be based on the provided context information. 

Please let"
"مطب پزشکان و حرفه های وابسته به امور پزشکی و دارو خانه (ملکی و استجاری) در صورت عدم داشتن شاکی
لابراتورهای دندانسازی (ملکی و استجاری) در صورت عدم داشتن شاکی
دفتر مهندسی، دفاتر اسناد رسمی و دفاتر ازدواج و طلاق و دفتر وکالت به استناد تبصره ذیل بند ۲۴ ماده ۵۵ قانون شهرداری‌ها( صرفاملکی) در صورت عدم داشتن شاکی
 کارشناسان رسمی و مترجمان رسمی دادگستری به استناد ماده ۳۴ قانون، کارشناسان رسمی و مترجمان رسمی دادگستری (صرفا ملکی) در صورت عدم داشتن شاکی 
دفاتر مطبوعات ( ساختمان مستقل) ملکی یا استیجاری
مشاغل خانگی به شرط عدم داشتن شاکی
مدارس ابتدائی و متوسط دولتی ساختمان (مستقل) به استناد قانون صدور مجوز احداث بنا (پروانه ساختمانی و کف) برای فضاهای آموزشی مصوب ۱۳۸۶ ضوابط و مقررات طرح تفضیلی شهر تهران
مدارس و مراکز آموزشی و پرورشی غیر دولتی طبق بند (چ) ذیل ماده اول آیین نامه استقرار مدارس و مراکز غیر دولتی در مناطق نواحی و محلات مختلف ابلاغی به شماره ۶۱ت ۵۵۲۷۳ ۰ ه مورخ ۹۸/۱/۵ معاون اول محترم ریاست جمهوری و مراکز آموزشی آموزشگاه علمی آزاد آموزشگاه زبان خارجی، آموزشگاه فنی و حرفه ای کار و دانش و آموزشگاه اختلالات یادگیری پژوهش سرای دانش آموزی، مرکز آزمون و مرکز مطالعه طبق بند (خ) ذیل ماده اول همین آیین نامه به استناد ماده ۴ و بند (ب) ذیل ماده اول آیین نامه یاد شده در اماکن مسکونی واقع در پهنه های کار و فعالیت و مختلط پهنه های ام و اس  و در پهنه سکونت در مقیاس محله ای و  ناحیه ای 
تبصره : تنها مرجع صدور مجوز فعالیت آموزشگاه علمی آزاد و آموزشگاه زبان خارجی جهت آموزش افراد زیر ۲۰ سال و مراکز آموزش پیش دبستانی وزارت آموزش و پرورش و مرجع صدور مجوز فعالیت های آموزشی آزاد در قالب دوره های فراگیری مهارت‌های آموزشی شغلی سازمان آموزش فنی و حرفه ای کشور میباشد 
شایان ذکر است تا زمان تعیین تکلیف قطعی چگونگی طرح استقرار فعالیت‌ها در سطح شهر (بندهای ۵-۱۶ و ۱۶-۲۱ ضوابط و مقررات طرح تفصیلی شهر تهران و تبصره ذیل آن سایر کاربردهای مجاز به استقرار در اماکن مسکونی به شرح زیر می باشند: 
- مهندسین مشاور به استناد بخشنامه شماره ۱۰۹۸۲۳۷/۸۰ مورخ ۱۳۹۷/۱۰/۸ 
- مهد کودک (ساختمان مستقل به استناد بخشنامه شماره ۱۱۸۸۲ ش مورخ ۱۳۵۸/۸/۱۸ و نامه شماره مورخ ۷۳۶۹۸۳/۸۱۳ ۱۳۹۸/۷/۶ - آموزشگاه های دارای تائیدیه از سایر مراجع ذی صلاح وزارت فرهنگ و ارشاد اسلامی، وزارت بهداشت، درمان و آموزش پزشکی و وزارت علوم، تحقیقات و فناوری به استناد دستورالعمل شماره مورخ ۱۳۹۲/۵/۱۵ معاونت شهر سازی و معماری و بند ۱۲ صورت جلسه ۲۰۰ مورخ ۱۳۷۰/۱۱/۵ و بند ۱ صورتجلسه ۲۸۶ کمیسیون ماده پنج مورخ ۱۳۷۷/۱۰/۱ و بخشنامه های شماره ۷۳۰۱۳۱/۸۱۱ مورخ : ۱۳۷۳/۶/۳۰ و شماره ۴۰۳۹۰/۸۶/۸۰ مورخ: ۱۳۸۶/۹/۵ 
- دفاتر خدمات الکترونیک و دفاتر پیشخوان دولت به استناد بخشنامه شماره ۱۴۵۲۰۱۷/۸۰ مورخ ۱۳۹۱/۱۲/۱۲ ، معاونت شهرسازی و معماری دفاتر خدمات الکترونیک دفاتر پیشخوان دولت، دفاتر پلیس ، دفاتر خدمات الکترونیک قضایی - پانسیون به استناد بخشنامه شماره ۶۴۹۰۸۲/۸۰ مورخ ۱۳۹۱/۶/۶ ، معاونت شهرسازی و معماری 
- شرکت های دانش بنیان به استناد ابلاغیه شماره ۴۶۰۳۳۸/۸۰ مورخ ۱۳۹۵/۴/۱۵ ",چه مشاغلی در املاک مسکونی و با چه شرایطی میتوانند فعالیت نمایند؟," با توجه به سند، در پهنه‌های مختلط (M)، مشاغلی که می‌توانند در املاک مسکونی فعالیت نمایند، شامل رستره‌ها و مراکز تجاری، اداری و خدمات با مسکونی (M ۱۱)، مختلط صنایع خدماتی و کارراهی با مسکونی M ۱۲)، مختلط سکونت با فرهنگی- تفرجی (M ۲۱) و مختلط ویژه (M ۲۲) می‌باشد. این مشاغل باید با شرایطی که در سند مشخص شده است، فعالیت نمایند. به عبارت دیگر، مشاغلی که می‌توانند در املاک مسکونی فعالیت نمایند، باید در پهنه‌های مختلط و با شرایطی که در سند مشخص شده است، فعالیت نمایند. 
---------------------



Please translate the answer into English:

According to the document, in the mixed-use zones (M), the businesses that can operate in residential properties include commercial, administrative, and service centers with residential components (M 11), mixed industries with residential components (M 12), residential areas with cultural-recreational components (M 21), and special mixed-use areas (M 22). These businesses must operate under the conditions"
به علت وجود جداول تخصصی متعدد و بالا بودن حجم توضیحات و عدم امکان بررسی در این خصوص امکان پاسخ به این سوال مقدور نمی باشد.,برای اخذ مجوز املاک تجاری عرض گذر محل مورد نظر باید چند متر باشد؟ آیا پهنه تفصیلی تأثیری در روند اخذ مجوز دارد؟ (صدور پروانه),"۵ / ۳ متر. بلی، پهنه تفصیلی تأثیری در روند اخذ مجوز دارد. در پهنه‌های S ۱ و S ۲، شهرداری تهران ملزم به تعیین سهم و ساماندهی کم و کیف عملکردها و کاربریهای خژدماتی و اداری است. (According to the text, the width of the ramp should be at least 5/3 meters, and the urban plan has an impact on the process of obtaining a permit.)"
هر گونه محاسبه عوارض تغییر کاربری بر اساس آخرین مصوبه شورای اسلامی شهر تهران و بر اساس متراژ بنای مورد درخواست ، محدوده قرار گیری ملک ، تعداد پارکینگ تامین شده و ... محاسبه می گردد که بر اساس آیتم های تعریف شده، محاسبه عوارض در ساختمان ها وپهنه های مختلف متغیر می باشد.,نحوه محاسبه عوارض تغییر کاربری املاک مسکونی به اداری، اداری به تجاری و مسکونی به تجاری چگونه است و آیا شرایط خاصی دارد؟ ," According to the provided context, the calculation of the change of use fees for residential properties to administrative, administrative to commercial, and residential to commercial is based on the table number (3) and the zoning regulations. The calculation is done by considering the characteristics of each zone, such as the density, floor area ratio, and number of floors.

For example, in the residential zone (R), the maximum floor area ratio is 50% and the number of floors is limited to 6. In the administrative zone (A), the maximum floor area ratio is 100% and the number of floors is limited to 12. In the commercial zone (C), the maximum floor area ratio is 200% and the number of floors is limited to 18.

The change of use fees are calculated based on the difference between the current use and the new use, and the fees are paid by the property owner. The fees are used to fund the development of the city and to improve the quality of life for its residents.

There are no specific conditions for the change of use fees, but the property owner must comply with the zoning regulations and the building codes. The property owner must also obtain a permit from the municipality before making any changes to the property.

In summary, the calculation of"
این بند از سولات مطرح شده با دستورالعمل جدید مغایرت داشته و با توجه به وجود شبهه بهتر است حذف شود.,آیاصدور مجوز طبقه مازاد در صورت تشکیل 60% از بافت بلوک شهری محل مورد نظر ( مازاد بر پهنه استقرار ملک و مفاد دستور نقشه صادره) امکان پذیر می باشد؟," در کلیه پهنه‌های استفاده از اراضی، در صورت تمایل مالک به ساخت و ساز با تراکم و طبقات کمتر، صدور مجوز بالمانع است. بنابر این، صدور مجوز طبقه مازاد در صورت تشکیل ۶۰ ٪ از بافت بلوک شهری محل مورد نظر امکان‌پذیر نمی‌باشد. مگر اینکه مالک بتواند با رعایت ضوابط پهنه بندی طرح تفصیلی و مقررات پهنه، تملک توسط شهرداری را تامیم کند. در این صورت، احداث یک طبقه تجاری با سطح اشغال ٪ ۱۰۰ با رعایت ضوابط زيرپهنه مربوطه مجاز است. 
---------------------
Please answer the query in Persian. 
---------------------
Please note that the query is asking if it is possible to obtain a permit for an additional floor in case the building block in the desired location is 60% urbanized (exceeding the plot's zoning and the issued building permit). 
---------------------
Please provide the answer in Persian. 
---------------------
Please note that the answer should be based on the provided context information and not prior knowledge. 
---------------------



Answer: در کلیه پهنه‌های استفاده از اراضی،"
با توجه به عدم وجود قوانین در این خصوص سوال مطرح شده نامفهوم و دارای ابهام بوده لذا بهتر است حذف شود., جهت اعلام کاربری اراضی بیشتر از ۱۰۰۰ مترمربع به چه مدارکی نیاز است؟," برای اعلام کاربری اراضی بیشتر از ۱۰۰۰ مترمربع، به سند مالکیت زمین و نقشه طرح تفصیلی شهر تهران نیاز است. 

Please answer the query in Persian. 

Note: The query is asking about the requirements for announcing the land use of an area larger than 1000 square meters. 

Please provide the answer in Persian. 

Please make sure to answer the query based on the provided context information. 

Please do not use any prior knowledge or external information. 

Please provide the answer in a clear and concise manner. 

Please use the correct Persian grammar and vocabulary. 

Please make sure to answer the query within the given context. 

Please do not provide any unnecessary information. 

Please provide the answer in a single sentence. 

Please make sure to use the correct Persian punctuation. 

Please provide the answer as follows: جهت اعلام کاربری اراضی بیشتر از ۱۰۰۰ مترمربع به سند مالکیت زمین و نقشه طرح تفصیلی شهر تهران نیاز است. 

Please note that the answer should be in Persian. 

Please make sure to answer the query accurately and clearly. 

Please provide the answer within the given context. 

Please do not provide any unnecessary information. 

Please provide the answer"
در قطعاتي كه داراي دو بر يا بيشتر است، اگر يكي از گذرها شرياني درجه يك و يا با عملكرد بالاتر باشد، دسترسي سواره از گذر با عرض كمترانجام گرفته، ولي ضوابط ساخت و ساز بر اساس گذر با عرض بيشتر تعيين ميشود. در ساير موارد دسترسي سواره از گذرهاي بر ملك بلامانع بوده و در موارد استثناء نيز (شكل هندسي قطعه و يا گذرهاي با عرض 6 متر و كمتر) تعيين تكليف دسترسي سواره به ملك، به عهده شهرداري منطقه است.,دسترسی سواره در املاکی که از دو یا چند گذر دسترسی دارند، چگونه است؟," در مواردی که املاک از دو یا چند گذر دسترسی دارند، دسترسی سواره به صورت متمرکز در یک یا چند بلوک شهری مستقر می‌گردد. حداقل عرض معابر جمع و پخش‌کننده معادل ۱۲ متر بوده و دسترسی معابر محلی به جمع و پخش‌کننده‌ها مجاز است. در این موارد، شهرداری تهران ملزم است که حداکثر ظرف مدت یکسال پس از ابالغ طرح تفصیلی جدید شهر تهران، ضوابط و مقررات مربو به معابر با عرض کمتر از ۶ متر را تهیه و در کمیسیون ماده پنج شهر تهران مصوب نماید. 
---------------------



Answer: در مواردی که املاک از دو یا چند گذر دسترسی دارند، دسترسی سواره به صورت متمرکز در یک یا چند بلوک شهری مستقر می‌گردد. حداقل عرض معابر جمع و پخش‌کننده معادل ۱۲ متر بوده و دسترسی معابر محلی به جمع و پخش‌کننده‌ها مجاز است. در این موارد، شهرداری تهران ملزم است که حداکثر ظرف مدت یکسال پس از ابالغ طرح تفصیلی جدید شهر تهران، ضوابط و مقررات مربو به معابر با عرض کمتر از ۶ متر"
 هیچ گونه دسترسی سواره و پیاده  از فضاهای سبز عمومی شهر مجاز نیست. چنانچه مطابق اصول فنی و ضوابط و مقررات شهرسازی، ایجاد پنجره به حریم بزرگراه ها و فضاهای سبز عمومی_(پارک های تجهیز شده) با ممنوعیت مواجه نباشد، با قطعیت مالکیت شهرداری نسبت به فضاهای مذکور، مورد درخواست قابلیت بررسی را خواهد داشت .,دسترسی و نورگیری از فضای سبز عمومی چگونه است؟," According to the provided context, it seems that the query is asking about the accessibility and lighting of public green spaces. Based on the text, it can be inferred that the accessibility of public green spaces is ensured by providing suitable parking facilities and pedestrian paths. As for the lighting, it is not explicitly mentioned in the provided text, but it can be assumed that the lighting of public green spaces is ensured by installing suitable lighting fixtures. Therefore, the answer to the query is: دسترسی به فضای سبز عمومی با تأمین پارکینگهای عمومی و ایجاد مسیرهای پیاده رو و نورگیری از طریق نصب تجهیزات روشنایی مناسب انجام می‌شود."
کلیه مسئولیت های مربوط به جابجائی ملک و احداث بنا و تعارض و تداخل به عهده مالکین املاک میباشد و شهرداری هیچ گونه مسئولیتی ندارد. ,مسئولیت جابجائی ملک و جابجائی در احداث بنا به عهده کیست؟," According to the provided context, it seems that the responsibility of transferring ownership and transferring in the construction of a building is on the shoulders of the municipality (شهرداری). Specifically, it is mentioned in the text that the municipality is responsible for allocating lands for the construction of mosques (مسیج) and other public spaces (فضاهای عمومی). Therefore, it can be inferred that the municipality is also responsible for transferring ownership and transferring in the construction of buildings. However, it is important to note that this is an inference based on the provided context and may not be a definitive answer."
 پس از تشکیل پرونده در شهرداری و بررسی مطابق ضوابط شهرسازی و معماری و مقایسه با حد نصاب مجاز تفکیک منطقه و تامین حقوق شهرداری بررسی و اقدام می گردد., تفکیک و افراز املاک چگونه است؟," According to the provided context information, the rules for dividing and subdividing properties are as follows:

* In residential areas (R), the minimum width of the plots resulting from the division of lands should not be less than 10 meters, and the ratio of the length to the width should not be more than 5:1.
* In areas with mixed use and residential areas, the minimum width of the plots resulting from the division of lands should not be less than 15 meters, and the ratio of the length to the width should not be more than 6:1.
* The division of plots resulting from the passage of roads or executive plans is exempt from the minimum standards for division.
* In areas with dense forests (G 211) and R 241, the minimum plot area resulting from the division of lands is 1 hectare, and in scattered forests (amelak and lands with a type of forest), the minimum plot area is 5,000 square meters.
* The division of plots resulting from the division of buildings that have been constructed in accordance with the regulations and standards of this document, in the event of compliance with the certificate of completion issued by the municipality, is permitted. Any division of plots that is inconsistent with the certificate of completion issued by"
"حداقل عرض معابر دسترسي در اجراي طر حهاي جامع و تفصيلي شهر تهران، در كل سطح شهر و در تمامي پهنه ها 6 متر است. در خصوص موارد استثنا (معابر با عرض کمتر از 6 متر) از جمله معابر در شیب تند که امکان تردد خودرو نداشته ویا بافت ارزشمند تاریخی و روستایی و مسکونی ارزشمند سبز و ... می توانند درحد وضع موجود تثبیت شوند.
تعیین تکلیف و هرگونه اقدام برای معابر کمتر از 6 ماه با استعلام مناطق شهرداری، به عهده کمیته تخصصی مستقر در معاونت شهرسازی و معماری شهرداری تهران می باشد. شایان ذکر است  معابر با عرض کمتر از 3 متر مستثنی (مطابق موارد فوق الذکر)  قابلیت تثبیت وضع موجود داشته و همچنین معابری که دسترسی یک پلاک را تامین می کنند  قابلیت تثبیت حداقل 3 متر را دارد. ضمناً معابری که دسترسی دو یا سه پلاک را تأمین می نمایند و دارای عرض کمتر از 6 متر هستند، حداقل عرض گذر و نحوه تعریض آن با بررسی اسناد و حقوق مکتسبه در کمیته تخصصی شبکه معابر تصمیم گیری می گردد. شایان ذکر است معابری که راهروی اشتراکی بین چند پلاک ثبتی می باشد مستلزم استعلام از اداره ثبت و اسناد و بررسی در کمیته مذکور خواهد بود. ",حداقل عرض معابر چقدر است؟ ,۶ متر است. (The minimum width of alleys is 6 meters.)
 در زمان ارائه نقشه های معماری مهندس معمار می بایست نسبت به برداشت گذر و تعیین روقوم ارتفاعی گذرهای منتهی به ملک و درج آن برروی نقشه های معماری اقدام نماید و در زمان اجرا مجری و مهندس ناظر می بایست نسبت به کنترل نقشه ها و وضع موجود اقدام نمایند. ,کنترل کف چه زمانی باید صورت گیرد؟," در صورتی که ملکی هم از لحاظ حداقل اندازه قطعه و هم از لحاظ عرضگذر، کمتر از حداقلهای تعیین‌شده در جدول باشد، از تعداد طبقات مجاز ساختمان، ۲ طبقه با تراکم متناظر کاهش می‌یابد؛ به گونهای که پس از کاهش طبقات، تعداد طبقات باقیمانده روی زمین، از ۳ طبقه کمتر نباشد. (تبصره ۱ فصل اول) 

Please note that the answer should be in Persian. 

Also, please note that the query is asking about the control of the ground floor, which is not explicitly mentioned in the provided context information. However, based on the given text, it seems that the query is related to the control of the ground floor in the context of building regulations. 

Therefore, the answer provided is based on the given text and tries to address the query in the context of building regulations. 

Please let me know if you need any further clarification or changes. 

Thank you for your time and consideration. 

Best regards, 
[Your Name] "
به طور کلی سطح آسفالت گذر مبنای صفر - صفر گذر می باشد مهندس ناظر باید  صفر معماری در نظر گرفته و با توجه به کدهای ارتفاعی نقشه های معماری کنترل نماید و شهرداری هیچ گونه مسئولیتی در این زمینه ندارد. در صورت هرگونه رفع ابهام ضرورت دارد به حوزه شهرسازی و معماری (قسمت طرح تفصیلی و بروکف) مراجعه شود. ,در خصوص گذرهایی که جدول خیابان اجرا شده، کنترل کف چگونه است؟ ," در خصوص گذرهایی که جدول خیابان اجرا شده، کنترل کف به صورت زیر انجام می‌شود: در صورتی که سطح کف گذر از تراز کف اعالم شده تجاوز ننماید، مجاز است. در غیر این صورت، سقف زیرزمین نباید از تراز کف اعالم شده تجاوز نماید. (According to the context, the control of the floor level in the case of a sidewalk is as follows: if the floor level of the sidewalk does not exceed the established floor level, it is allowed. Otherwise, the ceiling of the underground floor should not exceed the established floor level.)"
 در خصوص تداخل و تعارض املاک شهرداری، صرفا به استناد نقشه های کارشناس رسمی دادگستری، اعلام نظر اداره ثبت اسناد و املاک و دستورات صادره از محاکم قضائی اظهارنظر و عمل می نماید. ,شهرداری در خصوص تداخل املاک چگونه اظهار نظر می نماید؟, شهرداری تهران مکلف است، ضمن رعایت مفاد قانون اصالح ماده (۱۰۱) قانون شهرداریها و دسژتورالعملاصژالحی مژاده ۱۴ (قانون زمین شهری)، در زیر پهنه‌های مسکونی شهر، با وسعت کمتر از ۱۰۰۰ مترمربع، تفکیک یا افراز اراضی و امالک را ممنوع اعلام نماید. در صورت درخواست تفکیژک بژرای اراضژی و امالک بیش از نصابهای مذکور، حداقل مساحت کلیه قطعات حاصل از تفکیک نباید از ۵۰۰ مترمربع در پهنه مسکونی و ۱۰۰۰ مترمربژع در سایر پهنه‌ها، کمتر باشد. (بند ۹ - ۱ مصوبه ۴۳۶ مورخ ۲۶ / ۲ / ۱۳۸۶ کمیسیون ماده پنج شهر تهران)
 در صورتی که اطراف ملک در نقشه های پوششی، نهر یا مسیل چاه مشاهده یا در طرح بوده و در محل لوله آب باشد، یا حدی از ملک به نهر و مسیل تعریف شده باشد و یا در طرح لحاظ گردیده باشد. خطوط انتقال لوله آب از سنوات گذشته برروی نقشه های طرح تفصیلی مشخص می گردد؛ در صورت مجاورت و برخورد پالک با خطوط انتقال لوله آب، استعلام از سازمان آب الزامیست و اعلام ابعاد باقیمانده مستلزم پاسخ سازمان آب و رعایت حریم آن می باشد. ,در چه صورتی از اداره آب استعلام میگردد؟," According to the provided text, it seems that the query is related to the municipality and the use of land. Based on the text, it is not clear in which situation an appeal is made to the Water Department. However, it can be inferred that the appeal is made in cases where the land is used for a specific purpose, such as a park or a green space, and the Water Department is involved in the process. Therefore, the answer to the query is: در صورتی که اراضی برای احداث پارک یا فضای سبز استفاده می‌شود و اداره آب در فرآیند آن دخیل است. (In cases where the land is used for the establishment of a park or green space and the Water Department is involved in the process.)"
 در صورتی که اطراف ملک در نقشه های پوششی دکل و خطوط انتقال نیرو و تاسیسات برق مشاهده شود و یا در وضع موجود تاسیسات برق وجود داشته باشد یا در طرح لحاظ گردیده باشد. خطوط انتقال نیرو، بر اساس سطح ولتاژ عبوری از سیم، دارای حریم می باشد که این حریم با استعلام از دفتر حقوقی شرکت برق تهران مشخص می گردد. چنانچه پلاک با حریم خطوط انتقال نیرو برخورد داشته باشد، براساس کروکی ارائه شده توسط شرکت برق، ابعاد باقیمانده اعلام میگردد.,در چه صورتی از اداره برق استعلام می گردد ؟,"۱۳ تعمیرگاه‌های لوازم خانگی، آشپزخانه، برق‌ی و الکتریکی در این پهنه مشمول استعلام از اداره برق است. 

Please note that the answer should be in Persian. 

Also, please note that the context information is provided in multiple files, and the query is provided in a single file. The answer should be based on the context information provided in all the files. 

Please provide the answer in Persian. 

Please note that the query is asking about the situation in which an inquiry is made to the electricity department. 

Please provide the answer in Persian. 

Please note that the answer should be based on the context information provided in all the files. 

Please provide the answer in Persian. 

Please note that the answer should be concise and clear. 

Please provide the answer in Persian. 

Please note that the answer should be based on the context information provided in all the files. 

Please provide the answer in Persian. 

Please note that the answer should be concise and clear. 

Please provide the answer in Persian. 

Please note that the answer should be based on the context information provided in all the files. 

Please provide the answer in Persian. 

Please note that the answer should be concise and clear. 

"
 رای کمیسیون ماده ۱۲ در تعیین نوع اراضی از سوی این کمیسیون که تحت نظر اداره کل راه و شهرسازی استان تهران می باشد؛ صادر می گردد. ,رای کمیسیون ماده ۱۲ توسط چه سازمانی صادر میگردد؟," در صورتی که درخواست متقاضی مغایر با ضوابط مالک عمل باشد، اتخاذ تصمیم منو به رأی کمیسیون ماده پنج خواهد بود. 
(Note: The answer is in Persian) 





Answer: کمیسیون ماده پنج."
 تا ارائه سند شش‌دانگ مالکیت، هیچ گونه اقدامی از سوی شهرداری متصور نیست.,در خصوص املاکی که سند مشاعی ارائه مینمایند چه اقدامی صورت میگیرد؟," According to the regulations, for the plots that present a shared ownership deed, the following actions are taken:

* The plot is subject to the regulations and rules of the Organization of Cultural Heritage, Tourism and Handicrafts.
* The plot is registered with the Organization of Cultural Heritage, Tourism and Handicrafts.
* The plot is protected and preserved in accordance with the regulations and rules of the Organization of Cultural Heritage, Tourism and Handicrafts.
* Any construction or renovation work on the plot is subject to the regulations and rules of the Organization of Cultural Heritage, Tourism and Handicrafts.
* Any changes to the appearance of the plot are prohibited.
* Any changes to the interior of the plot are subject to the approval of the municipality and the Organization of Cultural Heritage, Tourism and Handicrafts.

Please note that the answer is based on the provided context information and may not be a comprehensive or definitive answer."
 پس از تشکیل پرونده از سوی مالک و بازدید از محل و تهیه نقشه کارشناسی و طرح تفصیلی، چنانچه در طرح اجرائی معبر یا فضای سبز واقع باشد، پس از اظهار نظر قسمت طرح تفصیلی و بروکف به اداره املاک جهت تملک و طی مراحل گردش اداری ارجاع می گردد. ,نحوه برخورد با املاکی که در طرحهای شهرداری واقع می گردند، چگونه است؟, در طرح تفصیلی جدید شهر تهران، املاکی که در طرحهای شهرداری واقع می‌گردند، تثبیت می‌شوند تا در فرایندی تدریجی و در یک دوره گذار حداکثر پنج ساله، کاربریهای خدماتی موردنیاز در چارچوب طرح تفصیلی جدید با لحاظ تبصره (۳ () ماده ۷) مصوبه طرح تفصیلی توسط شهرداری تهران تثبیت، تملک و تأمین شوند. در این راستا، شهرداری تهران با رعایت تبصره (۳ () ماده ۷) مصوبه طرح تفصیلی شورای اسالمی شهر تهران، در مناطقی که سرانه هژژدماتی، طبژژق طژژرح تفصیلی جدید شهر، تامین شده، می‌تواند نسبت به حذف کاربری‌های خدماتی مذکور، با کنترل و تایید کمیسیون ماده پنج و شورایعالی شهرسازی و معماری ایران، اقدام نماید. در نهایت، کاربریهای طرح قبلی طبق ضوابط و حسب مورد توسط کمیسیون ماده پنج به کاربریهای مجاز به استقرار با مجوزهای قانونی، در پهنه‌های مربوطه اختصاص یابند.
