Answer,Question,Model Answer,Similarity
احداث استخر در زیرزمین صرفا جهت استفاده ساکنین ساختمان و با رعایت سایر ضوابط و مقررات مجاز است .,آیا احداث استخر و سونا و جکوزی و مشتقات آن در زیرزمین مجاز است؟ ," با توجه به تبصره (۵-۵) سند، ساخت و ساز در پهنه حفاظت رود- دره‌ها (G ۳۱)، شامل مسیر رودخانه و حریم مصوب قانو نی آن، ممنوع است. در نتیجه، احداث استخر و سونا و جکوزی و مشتقات آن در زیرزمین در پهنه حفاظت رود- دره‌ها مجاز نیست. در پهنه‌های دیگر، ساخت و ساز براساس طرحهای توجیهی زیست‌محیطی و هیدرولوایک و طرحهژای منظژر و طراحژی شژهری مصوب کمیسیون ماده (۵.) مجاز است. لذا، برای احداث استخر و سونا و جکوزی و مشتقات آن در زیرزمین، باید طرح توجیهی زیست‌محیطی و هیدرولوایک و طرحهژای منظژر و طراحژی شژهری مصوب کمیسیون ماده (۵.) تهیه و تصویب کرد. 
---------------------



Please provide the answer in Persian. 

Answer: با توجه به تبصره (۵-۵) سند، ساخت و ساز در په",0.6972516775131226
حداکثر متراژ سرویس بهداشتی در حیاط ۳ متر مربع و در همکف یا زیر زمین ۲/۵ متر مربع می باشد؛ در غیر این صورت مشمول عوارض می گردد. ,حداکثر متراژ مجاز جهت احداث سرویس بهداشتی در حیاط و زیرزمین و همکف چقدر است؟ ,"۶ مترمربع. (The maximum allowed area for building a bathroom in the courtyard, basement, and ground floor is 6 square meters.)",0.4933880567550659
در صورت تغییر در تعداد واحدهای تجاری و مسکونی کاهش یا افزایش تخلف محسوب گردیده و مشمول عوارض می گردد. ,آیا در صورت تبدیل دو واحد مسکونی به یک واحد مسکونی و یا دو باب تجاری به یک باب، مشمول عوارض میگردد و خلاف است؟ ," در صورت تبدیل دو واحد مسکونی به یک واحد مسکونی، مشمول عوارض نمی‌گردد و خلاف نیست. زیرا در پهنه مختلط، تبدیل دو واحد مسکونی به یک واحد مسکونی، به کاربری مسکونی بازمی‌گردد و عوارض را تغییر نمی‌دهد. اما در صورت تبدیل دو باب تجاری به یک باب، مشمول عوارض می‌گردد و خلاف است. زیرا در پهنه مختلط، تبدیل دو باب تجاری به یک باب، به کاربری تجاری بازمی‌گردد و عوارض را تغییر می‌دهد. 

Please note that the answer should be in Persian. 

Also, please note that the answer should be based on the provided context information and not prior knowledge. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format of a Persian sentence. 

Please provide the answer in the format",0.7251445055007935
 احداث تراس در نورگیر برخلاف مقررات می باشد. ,آیا ایجاد تراس (بالکن)  در نورگیر خلاف است یا خیر؟," ایجاد تراس (بالکن) در نورگیر خلاف است. زیرا در ضوابط و مقررات عام محدوده‌ی شهر تهران، ایجاد هرگونه حقی برای اشخاص حقیقی یا حقوقی مراعا به شناسایی آن توسط مراجع ذی صالح قانونی میباشژد، لژذا پژس از اصژدار هرگونه مجوزی دایر بر حصول حقی در صورتی مکتسب محسوب می‌گردد که توسط قانون و مقامات صالحیتدار نظژارتی مژورد شناسژایی و تأکید قرار گیرد، در غیر اینصورت نمی‌توان ثبوت حقوق مکتسبه را متحقق دانست. در این رابطه چنانچه مرجع نظارتی شرایط احژراز حقژوق فصل دوم. ضوابط و مقررات عام محدوده‌ی شهر تهران را مقرون به صحت ندانست و یا با نقصی در اقدامات منجر به صدور مجوز مواجه گردید، حق لغو یا اصالح پروانژه صژادره را خواهژد داشت. 
(اصالح طبق استفساریه شورای عالی اعالم شده طی نامه شماره ۳۱۰ / ۴۲۳۷۰ مورخ ۱۱ / ۸ /",0.8030480742454529
نظارت و هماهنگی و پیگیری در خصوص نحوه اجرا بنا و تخلفات احتمالی با همکاری مسئول واحد شهرسازی ناحیه و نیروی انتظامی و واحد اجراییات. ,شهربان و نقش آن در کنترل و نظارت برساخت و سازهای شهر چیست؟," According to the provided context information, the role of the municipality (شهربان) in controlling and supervising construction and development in the city is to ensure that the development is done in accordance with the approved plans and regulations. The municipality is responsible for issuing permits and licenses for construction and development projects, and for monitoring the progress of these projects to ensure that they are being carried out in accordance with the approved plans and regulations. The municipality also has the authority to impose fines and penalties on developers who violate the approved plans and regulations. Additionally, the municipality is responsible for providing services such as water, electricity, and sewage to the residents of the city. Overall, the role of the municipality is to ensure that the city is developed in a way that is consistent with the approved plans and regulations, and that the residents of the city have access to the necessary services and infrastructure.",0.4668174088001251
با توجه به برون سپاری صدور گواهی‌ها به دفاتر خدمات الکترونیک و همچنین وجود ناحیه محوری در مناطق شهرداری و به منظور تسهیل و تکریم در امور ارباب رجوعان، مقرر شده که جهت برخی استعلامات، از جمله ارایه پاسخ استعلام از بانک‌ها جهت اخذ وام به مالکین، مبنی بر قدمت بنا و تاریخ احداث بنا و همچنین گواهی پایان کار صادره و مشخص شدن وضعیت طرح های اجرایی از طریق دفاتر خدمات الکترونیک شهر این امر میسر بوده و همچنین چنانچه استعلامی که ارایه پاسخ آن از طریق دسترسی به آرشیو الکترونیکی شهرداری در نواحی مختلف باشد؛ مثلاً : استعلام صادره از سوی سازمان آب و فاضلاب و...، مجوز حفاری - شرکت برق و گاز از طریق نواحی قابل اقدام می باشد. سایر استعلام‌ها از کلیه ادارات، سازمانها و نهادها و... که قابلیت بررسی و نظارت دقیق تر جهت ارایه پاسخ دارند، از طریق منطقه قابل اقدام میباشد. ,ارائه استعلامهای وارده از ادارات سازمانها نهادها و... در ارتباط با شهرداری مناطق و چگونگی مراحل ارائه پاسخ استعلامهای مذکور در شهرداری چگونه است؟ ," استعلامهای وارده از ادارات سازمانها نهادها و … در ارتباط با شهرداری مناطق، پس از بررسی و ارزیابی توسط کارشناسان شهرداری مناطق، به ترتیب و با توجه به اولویت و اهمیت، پاسخ داده می‌شود. مراحل ارائه پاسخ استعلامهای مذکور در شهرداری مناطق به قرار زیر است: اولاً، استعلامها به دپارتمان‌های مربوطه در شهرداری مناطق ارسال می‌شوند. دوماً، کارشناسان دپارتمان‌های مذکور استعلامها را بررسی و ارزیابی می‌کنند. سوماً، پاسخ استعلامها به درخواست‌کنندگان ارسال می‌شود. چهارمأً، در صورت نیاز به بررسی بیشتر، استعلامها به کمیسیون‌های مربوطه در شهرداری مناطق ارسال می‌شوند. پنجمأً، کمیسیون‌های مذکور استعلامها را بررسی و ارزیابی می‌کنند و پاسخ نهایی را به درخواست‌کنندگان ارسال می‌کنند. در نهایت، پاسخ نهایی استعلامها در شهرداری مناطق ثبت و ضبط می‌شود. 

Please note that the answer should be in Persian. 

Also, please note that the answer should be based on the provided context information and not prior knowledge. 

Please let me know if you need any further clarification or",0.7861506342887878
با سلام و احترام؛ لطفا به شهرداری منطقه مراجعه فرمائید. ,باسلام اینجانب دارای 300 زمین مشاع در پلاک ثبتی منطقه 5 شهرداری تهران ناحیه 3 مراداباد می باشم درخواست جواز ساخت را از ان مقامات مجترم تقاضامندم با توجه به اینکه پلاک فوق بمرور زمان در داخل شهر تهران قرارگرفته لذا تقاضامندم بزرگواران در این مورد دستورات لازم را صادر وامر به ابلاغ فرمایند با تقدیم احترامات فایقه رحیم جوادی, باسلام به استناد تبصره (۲) فراز اول بند (۱) صورتجلسه ۵۵۲ کمیسیون ماده پنج شهر تهران، در صورتی که عرض گذرهای مشرف به ملک مشابه یکدیگر باشد، پهنه غالب، براساس کد پهنه با تراکم بیشژتر مژالک عمژل است. در مورد پلاک ثبتی منطقه ۵ شهرداری تهران ناحیه ۳ مراداباد که در داخل شهر تهران قرارگرفته، شهرداری تهران ملزم است در چارچوب فراز هشتم بند (۱) صورتجلسه ۵۵۲ کمیسیون ماده پنج شهر تهران، برای کلیه موارد تجمیع و تعیژین تکلیف قطعاتی با چند کد پهنهبندی، دستورالعمل اعمال کدگذاری مناسب حاصل از تجمیع و تعیین پهنه غالب را تدوین نماید. تا زمژان تهیژه دستورالعمل مذکور، رعایت موارد زیر الزامی است: (هیچ‌گونه کاهشی در مساحت پهنه حفاظتG.) و کلیه کاربریهای خدماتی تثبیت‌شده صورت نپذیرد,0.6745471954345703
با سلام و احترام؛ صدور پروانه صرفا درچهارچوب ضوابط طرح تفصیلی امکان پذیر می باشد. ,با سلام احترام خدمت شما من سال پیش در منطقه ۱۴ در ریزدانه ملکی خریداری کردم به متراژ ۷۲متر چون تشکیل پرونده من برای تخریب و نوسازی بعد از برج ۵ بود طبقه چهارم و ۲+به این پرونده تعلیق نگرفته میخواستم بدونم صبر کنم شهرداری و شورای شهر تصمیم به برگردوندن به روال قبل رو داره آیا امیدی هست یا بازم گرفتاریم شماره پرونده ۱۴۰۱۰۲۷۵۶ ممنون از پاسخ شما," با سلام احترام خدمت شما، متشکرم از تماس با شهرداری تهران. در مورد پرونده شما با شماره ۱۴۰۱۰۲۷۵۶، به دلیل تعلیق پرونده، شهرداری تهران در حال بررسی و بررسی مجدد ضوابط و مقررات مربوط به منطقه ۱۴ است. در این مدت، نمی‌توان پیش‌بینی کرد که شهرداری تهران تصمیم به برگشت به روال قبل دارد یا نه. بهتر است در این مدت، با شهرداری تهران تماس بگیرید و از وضعیت پرونده خود آگاه شوید. در هر صورت، امیدواریم که در آینده، پرونده شما به نتیجه برسد. متشکرم از تماس با شهرداری تهران.  (Translation: Hello, thank you for contacting the Tehran Municipality. Regarding your file number 140102756, due to the suspension of the file, the Tehran Municipality is currently reviewing and re-examining the relevant regulations and guidelines for Region 14. At this time, it is not possible to predict whether the Tehran Municipality will decide to return to the previous routine or not. It is better to contact the Tehran Municipality during this period and be informed about the status of your file. In any case, we hope that your file will reach a conclusion",0.6340782642364502
با سلام و احترام؛  در نسخه دیجیتالی اخذ پرینت امکان پذیر می باشد. ,چگونه می توانم از صورتجلسات کمیسیون ماه 5 پرینت بگیرم," برای پرینت گرفتن از صورتجلسات کمیسیون ماده پنج، می‌توانید به سایت شهرداری تهران مراجعه کنید و در بخش مربوط به کمیسیون ماده پنج، صورتجلسات مورد نظر را دانلود و پرینت بگیرید. در صورت نیاز به اطلاعات بیشتر، می‌توانید به بخش خدمات شهروندی شهرداری تهران مراجعه کنید و از کارشناسان آن کمک بگیرید. 
---------------------
Please answer the query in Persian. 

Please note that the query is asking how to print the minutes of the commission's meeting. 

Please provide the answer in Persian. 

Please make sure to answer the query based on the provided context information. 

Please note that the context information is provided in Persian. 

Please make sure to answer the query in Persian. 

Please provide the answer in Persian. 

Please make sure to answer the query based on the provided context information. 

Please note that the context information is provided in Persian. 

Please make sure to answer the query in Persian. 

Please provide the answer in Persian. 

Please make sure to answer the query based on the provided context information. 

Please note that the context information is provided in Persian. 

Please make sure to answer the query in Persian. 

Please provide the answer in",0.6399513483047485
با سلام و احترام تا این تاریخ شیوه نامه مذکور که مبتنی برقانون تعیین تکلیف املاک واقع درطرحهای دولتی بوده لغونگردیده است .,باسلام اینجانب زمین فریز شده در منطقه ۱۴ فریز شده بالای ۵ سال با کاربری فضای سبز با مراجعه ما به شهرسازی منطقه برای قانون جدید شیوه نامه ساختمانی به ما میگویند شیوه نامه لغو گردیده اما بنده درسایت هیچ موضوعی درباره لغو شیوه نامه ساختمانی مشاهده نکردم تقاضا دارم راهنمایی کنید که بنده چه طور پیگیری کنم شماره پرونده ۸۹۲۵۴, باسلام، متشکرم از تماس با شهرداری منطقه ۱۴. به نظر می‌رسد که شما در مورد لغو شیوه‌نامه ساختمانی در منطقه ۱۴ سؤال دارید. برای پیگیری این موضوع، می‌توانید به بخش شهرسازی منطقه ۱۴ مراجعه کنید و درخواست اطلاعات بیشتر درباره لغو شیوه‌نامه ساختمانی را داشته باشید. همچنین می‌توانید به سایت شهرداری منطقه ۱۴ مراجعه کنید و در بخش اخبار و اطلاعات، سؤالات و پاسخ‌های مرتبط با این موضوع را جستجو کنید. در صورت نیاز به اطلاعات بیشتر، می‌توانید با بخش شهرسازی منطقه ۱۴ تماس بگیرید و درخواست راهنمایی کنید. شماره پرونده ۸۹۲۵۴ را نیز در اختیار داشته باشید تا بتوانید در مورد پرونده خود اطلاعات بیشتری کسب کنید. متشکرم از تماس با شهرداری منطقه ۱۴.,0.8053292036056519
با سلام و احترام؛   هرساختمانی که احداث می شود باهرنوع استفاده وهرنوع مالکیت می بایست پارکینگ موردنیاز خود راتامین نماید. طبق مصوبه اردیبهشت ماه 98 شورایعالی شهرسازی ومعماری ساخمانهای خدماتی میبایست مشابه سطوح تجاری براساس پهنه وقوع ملک پارکینگ تامین نمایند.ضمنا بیمارستانها 30% هم بیشنر باید پارکینگ تامین کنند. ,"با سلام مجدد بنده از همکاران شهرداری میباشم قبلا هم طی تماس تلفنی با همکاران سوال را مطرح کردم و هم در همین صفخه در تاریخ 98/12/25 پرسیده ام ""لطفا در صورت امکان در خصوص میزان و نحوه تامین پارکینگ بیمارستانهای دولتی ، خصوصی و مراکز آموزش بهداشت و درمان تحت نظارت وزارت علوم پزشکی بنده را راهنمایی فرمائید "" مورد این سوال برای اینست که بدانم مراکز درمانی و بیمارستانی آیا الزام به تامین پارکینگ دارند یا خیر ؟ باز هم مورد دقیق تر ، بیمارستان ضیائیان در منطقه 17 وابسته به دانشگاه علوم پزشکی ، علیرغم داشتن مساحت هایی با کاربری تجاری ( نظیر بوفه و داروخانه ) آیا الزامی به تامین پارکینگ دارد یا خیر ؟ اگر بند و ماده یا قانون مصوبی در این زمینه وجود دارد ( که قطعا هست ) لطف بفرمائید و بنده را راهنمایی بفرمائید.", با سلام مجدد به همکار شهرداری، در پاسخ به سوال شما در خصوص میزان و نحوه تامین پارکینگ بیمارستانهای دولتی، خصوصی و مراکز آموزش بهداشت و درمان تحت نظارت وزارت علوم پزشکی باید گفت که بر اساس ماده ۱۲-۵ قانون زمین شهری مصوب ۳ / ۴ / ۹۸ شورای عالی شهرسازی و معماری، بیمارستانها و مراکز آموزش بهداشت و درمان مکلف به تامین پارکینگهای عمومی مورد نیاز شهر هستند. این پارکینگها باید در قطعات با حداقل مساحت ۱۰۰۰ متر مربع با تایید شهرداری منطقه مجاز باشد. اولویت برایمحل احداث مژذکور در کنژار رینگهای شهری، مراکز و گستره‌های کار و فعالیت (خصوصا در مقیاس منطقهای و فرامنطقهای) است. در خصوص بیمارستان ضیائیان در منطقه ۱۷ وابسته به دانشگاه علوم پزشکی، بر اساس ماده ۱۲-۵ قانون زمین شهری مصوب ۳ / ۴ / ۹۸ شورای عالی شهرسازی و معماری، این بیمارستان مکلف به تامین پارکینگهای عمومی مورد نیاز شهر است. با توجه به اینکه مساحت این بیمارستان,0.773139238357544
با سلام و احترام؛ خیر صدور پروانه صرفا درچارچوب ضوابط طرح تفصیلی ودستور نقشه صادره امکان پذیر است. ,با سلام.ما زمینی ۳۰۲ متری در منطقه ۵ تهران داریم ک گذر ۸ و در گذر مربوطه ۵ ملک طبقه ۵ را ساخته اند.حالا من دستور نقشه ۴ طبقه ب ما دادند ایا دادن طبقه ۵ در گذر زیر ۱۰ متر در حال بررسی است؟با تشکر," با سلام. با توجه به تبصره (۲) و بند ۹ - ۱۲، در صورتی که عرض گذرهای مشرف به ملک مشابه یکدیگر باشد، پهنه غالب، براساس کد پهنه با تراکم بیشژتر مژالک عمژل است. در این مورد، با توجه به مساحت زمینی ۳۰۲ متری و گذر ۸ و در گذر مربوطه ۵ ملک طبقه ۵ را ساخته‌اند، باید بررسی شود که آیا زیرپهنه غالب با رعایت کلیه ضوابط و مقررات طرح تفصیلی به عنوان زیرپهنه اصلی مالک عمل است. در این صورت، می‌توان طبقه ۵ را در گذر زیر ۱۰ متر در حال بررسی است؟ با تشکر. 

Note: The answer should be in Persian and should be based on the provided context information. The query is asking about the possibility of building a 5th floor in a 302 square meter land in region 5 of Tehran, considering the width of the adjacent streets. The answer should be based on the provided context information and should provide a clear and concise explanation. 

Please provide the answer in Persian. 

Answer: با سلام. با توجه",0.5819683074951172
با سلام و احترام؛ لطفا شماره پرونده ومنطقه مربوطه اعلام شود.,با سلام و احترام.اینجانب پس از دریافت دستور نقشه طبق دستور نقشه و ملک های مجاور در حال ساخت نقشه معماری را توسط دفتر خدمات به شهرداری ارسال کردم شهرداری نقشه معماری را تایید و سپس فیش های مربوط را بر مبنایه نقشه صادر و پرداخت را انجام دادم.با توجه به نیاز به زیر زمین ازمایش خاک انجام دادم و پس از دریافت نتایج آزمایش خاک، بر اساس نقشه معماری نقشه های تایید شده نما ،سازه،مکانیک، و برق را برایه صدور پروانه به شهرداری ارسال کرده ام که همه ی اینکارها 4 ماه زمان برد. اکنون که در مرحله صدور پروانه است.ریسس صدور پروانه نقشه معماری را برگشت زده خواستار تغییرات شده است.((درصورتی که قبلا حود همان شخص دستور نقشه و نقشه معماری را تایید کرده ))بودند. وا ین تغییرات باعث از نوع شروع شدن پرونده من و هرینه های تکراری برای تغییرات در سازه و معماری و...میشود.آیا مسئول مربوطه از نظر قانونی حق همچین کاری را دارد!؟؟ در صورتی که در محله ی ما همه ی ملک ها با یک ابعاد میباشند و جوازهای صادر شده همانند هم هستند. ممنونتون میشم پاسخ مرا هم بدهی, با سلام و احترام. به سوال شما پاسخ می‌دهم. بر اساس ماده ۶ - ۳ مصوبه شورای عالی شهرسازی و معماری ایران، شهرداری تهران موظف است حداکثر ظرف مدت دو ماه از ابالغ طرح تفصیلی جدید شهر تهران، نسبت به تهیه دستورالعمل (شناسنامه راهنمای عمل) برای صاحبان املاک و اراضی واقع در این محدوده‌ها براساس احکام طرح جامع مصوب و با رعایت منافع متقابل و مصالح عمرانی و خصوصی با اعمال سیاست برد-برد، برای ذینفعان و منافع شهر، اقدام نماید. در این راستا، شهرداری تهران باید دستورالعمل مربوطه را تهیه و به صاحبان املاک و اراضی ارائه نماید. در صورتی که شهرداری تهران این دستورالعمل را تهیه نکرده باشد، نمی‌توان به تغییرات در سازه و معماری و... درخواست کرد. در این صورت، شهرداری تهران باید دستورالعمل مربوطه را تهیه و به صاحبان املاک و اراضی ارائه نماید. در این صورت، شهرداری تهران باید دستورالعمل مربوطه را تهیه و به صاحبان املاک و اراضی ارائه نماید. در این صورت، شهرد,0.8135991096496582
با سلام و احترام؛ باید مشخصات ملک ازجمله شماره پرونده ومنطقه رااعلام کنید تابتوانیم براساس ضوابط زیرپهنه بررسی کنیم .,"با سلام مجدد این سومین پیام بنده میباشد قبلا هم سوال کردم : ""لطفا در صورت امکان در خصوص میزان و نحوه تامین پارکینگ بیمارستانهای دولتی ، خصوصی و مراکز آموزش بهداشت و درمان تحت نظارت وزارت علوم پزشکی بنده را راهنمایی فرمائید "" در جواب فرمودید ""حداکثر مندرج درجداول پارکینگهای موردنیاز درزیرپهنه های طرح تفصیلی تعیین می گردد. "" مجدد سوال کردم : بصورت موردی با توجه به اینکه بیمارستانی تحت نظر وزارت علوم پزشکی و بهداشت و درمان موجود و دایر میباشد و همین بیمارستان دارای بخشهای اداری - درمانی - تجاری ( نظیر بوفه - داروخانه - رادیولوژی - عینک فروشی و ... ) میباشد ، نحوه و میزان پارکینگ مورد نیاز آن به چه نحو محاسبه میگردد . و آیا اصولا نیاز به تامین پارکینگ برای مراجعین هست یا خیر ؟", با سلام مجدد، در پاسخ به سوال شما، باید گفت که در مورد بیمارستانهای دولتی و خصوصی و مراکز آموزش بهداشت و درمان تحت نظارت وزارت علوم پزشکی و بهداشت و درمان، میزان و نحوه تامین پارکینگ مورد نیاز آن‌ها به صورت موردی و با توجه به ویژگی‌های هر بیمارستان محاسبه می‌گردد. در این مورد، بیمارستان دارای بخشهای اداری - درمانی - تجاری می‌باشد، بنابراین پارکینگ مورد نیاز آن به صورت زیر محاسبه می‌گردد: برای هر واحد درمانی، حداقل ۵ × ۵ / ۲ متر و برای هر واحد اداری، حداقل ۵ × ۵ / ۴ متر و برای هر واحد تجاری، حداقل ۵ × ۵ / ۶ متر است. عرض مفید راه عبوری پارکینگ نیز حداقل ۳ متر و برای مازاد بر سه واحد خودرو ۲ متر به عرض مفید افزوده می‌شود. در صورت عدم احداث زیرزمین، ارتفاع تمام شژده تژا ۶۰ / ۲ متر، بشرپایینتر بودن سطح فونداسیون از گذر، تا ۶۰ سانتیمتر، بالمانع است. در مورد مراجعین بیمارستان,0.7918837070465088
با سلام و احترام؛   صدور پروانه درچارچوب ضوابط طرح تفصیلی امکان پذیر می باشد. ,با سلام می خواستم بپرسم که ایا درسته که احتمال ازاد شدن اجازه احداث طبقه ۶ در پهنه های R122 تهران برای املاک بالای ۵۰۰ متر وجود داره ؟و اگر بله تا کی دستور العمل ابلاغ می شود؟ شماره پرونده30018505," با سلام، در پهنه‌های R ۱۲۲ تهران، به موجب ماده ۵ مصوبه ۵ / ۸ / ۱۳۹۳ شورای عالی شهرسازی و معماری ایران، برای املاک با وسعت پنج برابر حداقل اندازه قطعه، دو طبقه تشوﯾقﯽ با تراکم متناظر مجاز است. در صورتی که تعداد طبقات، ۱۲ طبقه و بﯿشتر باشد، منوط به تهﯿه طرح توجﯿهﯽ و تصوﯾب در کمﯿسﯿون ماده پنج، است. بنابراین، احتمال ازاد شدن اجازه احداث طبقه ۶ در پهنه‌های R ۱۲۲ تهران برای املاک بالای ۵۰۰ متر وجود دارد. اما، برای تأیید این مطلب، باید به پرونده ۳۰۰۱۸۵۰۵ مراجعه کرد و دستور العمل ابلاغ شده را بررسی کرد. 

Note: The answer should be in Persian and should be based on the provided context information. The query is asking if it is possible to have a 6th floor in R 122 zone of Tehran for properties above 500 square meters, and if so, when the instruction will be issued.",0.6344772577285767
با سلام و احترام مرجع تشخیص باغ ، شورای اسلامی شهر می باشد.,با سلام ملک اینجانب در سال ۸۶توسط کمیسیون ماده ۷ رای باغ داشته که در سال ۸۸ دیوان رای ابطال باغ داده و در سال ۹۶ دارای رای کمیسیون ماده پنج ۱۱ طبقه روی همکف با سطح اشغال ۳۰٪ صادر گردید که از سال ۹۶ اقدام به صدور پروانه با پرداخت علی الحساب اما مجددا‌ پرونده به کمیسیون ماده ۷ و رای باغ صادر شد و رای باغ به تایید شورای شهر هم رسید. درحالی که رای ماده پنج به امضای شهردار وقت و رییس شورای شهر گردیده. در حال حاضر شهرداری منطقه اظهار مینماید رای ماده ۷ نافذ از ماده پنج می‌باشد لطفا‌ در مورد این تناقض اظهارنظر بفرمایید. ( مساحت زمین ۴۷۵۰ متر مربع تجمع دو قواره شش دانگ)., با سلام، در مورد پرونده ملکی که توسط کمیسیون ماده ۷ و ماده پنج صادر شده، باید به تناقض موجود بین دو رای و شورای شهر توجه کرد. بر اساس قانون شهرداریها، کمیسیون ماده پنج موظف است در مورد ملکی که مساحت آن کمتر از ۲۰۰۰ متر مربع باشد، رای صادر کند. در این مورد، مساحت ملک ۴۷۵۰ متر مربع است که کمتر از ۲۰۰۰ متر مربع نیست. بنابراین، کمیسیون ماده پنج صلاحیت صادر کردن رای در این مورد را ندارد. در این صورت، رای کمیسیون ماده ۷ نافذ است. اما، باید توجه کرد که رای ماده ۷ در سال ۸۶ صادر شده و در سال ۸۸ دیوان رای ابطال داده است. در این صورت، رای ماده ۷ نافذ نیست. در این مورد، شهرداری منطقه باید به کمیسیون ماده پنج مراجعه کند تا رای جدید صادر شود. در این صورت، شهرداری منطقه باید به کمیسیون ماده پنج مراجعه کند تا رای جدید صادر شود. در این صورت، شهرداری منطقه باید به کمیسیون ماده پنج مراجعه کند تا رای جدید صادر شود. در این صورت، شهرداری منطقه باید به کمیسیون,0.7257705926895142
با سلام و احترام؛ طرح مورد نظر در حال حاضر با توجه به درخواست منطقه در حال بازبینی و بررسی میباشد .واقدامات انجام شده در حال نهایی شدن توسط کمیسیون ماده 5 و سازمان ترافیک میباشد . نتیجه نهایی پس از استعلام و رای قطعی از ادارات زیربط اعلام خواهد شد.,با سلام و احترام بنده از اهالی خیابان کرمان منطقه چهارده هستم. در محل شایعاتی مطرح شده است که طرح تعریض این خیابان از طرف معاونت محترم لغو گردیده است و املاک از حالت فریز خارج شده است. استدعا دارم صحت این موضوع را مشخص فرمایید. در صورت صحت موضوع آیا امکان ساخت و ساز در املاک این طرح وجود دارد یا خیر؟ با تشکر, با سلام و احترام به پرسش شما پاسخ می‌دهم. با توجه به اطلاعات موجود، طرح تعریض خیابان کرمان منطقه چهارده به موجب مصوبه کمیسیون ماده پنج شهر تهران لغو گردیده است. در این صورت، املاک این طرح از حالت فریز خارج شده و مالکان می‌توانند به ساخت و ساز در املاک خود اقدام کنند. با توجه به مصوبه کمیسیون ماده پنج شهر تهران، ساخت و ساز در املاک این طرح باید بر اساس ضوابط و مقررات مربوطه انجام شود. بنابراین، مالکان می‌توانند به ساخت و ساز در املاک خود اقدام کنند، اما باید به ضوابط و مقررات مربوطه توجه کنند. با تشکر از پرسش شما. ,0.8145148754119873
  با سلام و احترام بسته محرک اقتصادی ، با ضوابط طرح تفصیلی مطابقت دارد و صدور پروانه در چارچوب ضوابط مذکور امکان پذیر است. ,با سلام.باتوجه به تصویب بسته محرک اقتصادی ایا به پهنه r122 گذر ۸ با متراژ ۳۰۰ متر طبقه ۵ داده میشود؟اگر داده شود کی دستورالعمل ابلاغ می شود.شماره پرونده ۵۰۰۱۲۲۴۵.ممنون, با سلام. باتوجه به تصویب بسته محرک اقتصادی، در پهنه R ۱۲۲، با متراژ ۳۰۰ متر، طبقه ۵ داده نمی‌شود. زیرا در تبصره (۲) مصوبه مورخ ۹۱۰۲۰۴ شورای عالی شهرسازی و معماری ایران، حداکثر طبقات ۹ طبقه و حداکثر تراکم ۴۲۰ درصژژد برای قطعات با وسعت ۳۰۰ تا ۱۰۰۰ مترمربع تعیین شده است. در نتیجه، طبقه ۵ داده نمی‌شود. شماره پرونده ۵۰۰۱۲۲۴۵. ممنون.,0.7933533787727356
